"gameid","eventid","quarter","clock","timeinkey","player","shootername","teamName"
"0021500351",287,3,647.45,4.6,"Bogut","Thompson","Golden State Warriors"
"0021500351",327,3,468.78,5.24,"Monroe","Middleton","Milwaukee Bucks"
"0021500351",354,3,337.66,3.12,"Antetokounmpo","Mayo","Milwaukee Bucks"
"0021500351",452,4,610.31,4.32,"Ezeli","Iguodala","Golden State Warriors"
"0021500351",476,4,446.24,3.92,"Livingston","Barbosa","Golden State Warriors"
"0021500351",476,4,452.43,3.24,"Ezeli","Barbosa","Golden State Warriors"
"0021500351",504,4,293.4,3.08,"Livingston","Curry","Golden State Warriors"
"0021500351",517,4,200.55,5.08,"Livingston","Thompson","Golden State Warriors"
"0021500351",517,4,199.23,3.52,"Curry","Thompson","Golden State Warriors"
"0021500351",536,4,88.4,3.2,"Green","Iguodala","Golden State Warriors"
"0021500352",175,2,417.8,3.72,"Porzingis","Williams","New York Knicks"
"0021500352",176,2,417.8,3.72,"Porzingis","Williams","New York Knicks"
"0021500352",197,2,313.86,5.88,"Williams","Galloway","New York Knicks"
"0021500352",234,2,124.81,3.16,"Aminu","Aminu","Portland Trail Blazers"
"0021500352",235,2,118.45,3.28,"Plumlee","Aminu","Portland Trail Blazers"
"0021500352",268,3,662.55,3.76,"Vonleh","Lillard","Portland Trail Blazers"
"0021500352",314,3,363.51,4.4,"Lopez","Anthony","New York Knicks"
"0021500352",397,4,664.17,3.04,"Galloway","Thomas","New York Knicks"
"0021500352",456,4,355.05,6.48,"Davis","Lillard","Portland Trail Blazers"
"0021500352",468,4,309.72,3.28,"Crabbe","Aminu","Portland Trail Blazers"
"0021500352",475,4,229.88,3.12,"Plumlee","Aminu","Portland Trail Blazers"
"0021500352",495,4,149.18,5.56,"Lopez","Galloway","New York Knicks"
"0021500353",4,1,683.98,4.8,"Len","Knight","Phoenix Suns"
"0021500353",11,1,637.42,3.44,"Tucker","Leuer","Phoenix Suns"
"0021500353",16,1,601.43,3.48,"Towns","Martin","Minnesota Timberwolves"
"0021500353",89,1,247.7,3.4,"Chandler","Knight","Phoenix Suns"
"0021500353",149,2,664.18,6.16,"Bjelica","Bjelica","Minnesota Timberwolves"
"0021500353",149,2,661.1,8.12,"Dieng","Bjelica","Minnesota Timberwolves"
"0021500353",162,2,566.67,6.64,"Muhammad","LaVine","Minnesota Timberwolves"
"0021500353",178,2,515.81,3.44,"Muhammad","LaVine","Minnesota Timberwolves"
"0021500353",234,2,287.87,4.08,"Chandler","Tucker","Phoenix Suns"
"0021500353",258,2,209.44,7.28,"Chandler","Price","Phoenix Suns"
"0021500353",258,2,206.72,4.32,"Leuer","Price","Phoenix Suns"
"0021500353",321,3,598.92,3.96,"Len","Knight","Phoenix Suns"
"0021500353",338,3,470.8,3.2,"Towns","Wiggins","Minnesota Timberwolves"
"0021500353",345,3,446.28,3.52,"Len","Leuer","Phoenix Suns"
"0021500353",561,4,41.47,4.04,"Muhammad","LaVine","Minnesota Timberwolves"
"0021500354",8,1,648.83,3.04,"Lee","Lee","Memphis Grizzlies"
"0021500354",21,1,515.91,3.08,"Barnes","Green","Memphis Grizzlies"
"0021500354",94,1,88.06,5.88,"Bosh","Green","Miami Heat"
"0021500354",94,1,90.12,5.84,"Haslem","Green","Miami Heat"
"0021500354",94,1,78.01,3.88,"Green","Green","Miami Heat"
"0021500354",146,2,470.63,4.28,"Barnes","Conley","Memphis Grizzlies"
"0021500354",214,2,37.67,5.88,"Green","Barnes","Memphis Grizzlies"
"0021500354",214,2,50.43,7.36,"Lee","Barnes","Memphis Grizzlies"
"0021500354",245,3,570.41,5.24,"Gasol","Barnes","Memphis Grizzlies"
"0021500354",254,3,506.35,3.2,"Dragic","Dragic","Miami Heat"
"0021500354",256,3,509.25,4.08,"Whiteside","Dragic","Miami Heat"
"0021500354",269,3,391.82,6.96,"Whiteside","Bosh","Miami Heat"
"0021500354",288,3,290.9,4.64,"Randolph","Barnes","Memphis Grizzlies"
"0021500354",369,4,501.27,5.24,"Winslow","Winslow","Miami Heat"
"0021500354",378,4,441.26,3.92,"Randolph","Green","Memphis Grizzlies"
"0021500354",414,4,307.77,9.08,"Randolph","Green","Memphis Grizzlies"
"0021500354",417,4,252.94,10.52,"Randolph","Green","Memphis Grizzlies"
"0021500354",417,4,240.66,4.44,"Gasol","Green","Memphis Grizzlies"
"0021500355",23,1,481.97,4.08,"Noel","Covington","Philadelphia 76ers"
"0021500355",66,1,296.11,3.12,"Grant","Marshall","Philadelphia 76ers"
"0021500355",87,1,177.13,6.28,"Holmes","Stauskas","Philadelphia 76ers"
"0021500355",188,2,493.96,4.16,"Noel","Canaan","Philadelphia 76ers"
"0021500355",188,2,497.2,3.88,"Grant","Canaan","Philadelphia 76ers"
"0021500355",258,2,95.08,4.76,"Noel","Canaan","Philadelphia 76ers"
"0021500355",282,3,705.68,4,"Okafor","Covington","Philadelphia 76ers"
"0021500356",10,1,619.94,4.32,"Adams","Westbrook","Oklahoma City Thunder"
"0021500356",89,1,122.84,5.28,"Booker","Hayward","Utah Jazz"
"0021500356",120,2,603.45,3.52,"Booker","Hood","Utah Jazz"
"0021500356",133,2,518.75,4.28,"Ibaka","Morrow","Oklahoma City Thunder"
"0021500356",133,2,522.73,3.2,"Kanter","Morrow","Oklahoma City Thunder"
"0021500356",240,2,68.83,3.32,"Favors","Hood","Utah Jazz"
"0021500356",288,3,532.01,6.2,"Adams","Durant","Oklahoma City Thunder"
"0021500356",338,3,306.74,8.04,"Adams","Waiters","Oklahoma City Thunder"
"0021500356",403,4,672.16,4.12,"Booker","Burke","Utah Jazz"
"0021500357",32,1,450.45,3.4,"Scola","Ross","Toronto Raptors"
"0021500357",32,1,453.32,3.6,"DeRozan","Ross","Toronto Raptors"
"0021500357",159,2,382.83,3.04,"Nogueira","Lowry","Toronto Raptors"
"0021500357",283,3,473.98,5.92,"Biyombo","DeRozan","Toronto Raptors"
"0021500357",283,3,457.38,3.16,"Hill","George","Indiana Pacers"
"0021500357",353,3,127.6,4.52,"Joseph","Patterson","Toronto Raptors"
"0021500357",355,3,127.6,7.68,"Nogueira","Patterson","Toronto Raptors"
"0021500357",418,4,499.34,3.44,"Hill","George","Indiana Pacers"
"0021500357",454,4,232.09,3.44,"Biyombo","Lowry","Toronto Raptors"
"0021500358",31,1,467.79,3.8,"Vucevic","Frye","Orlando Magic"
"0021500358",40,1,394.08,3.36,"Vucevic","Fournier","Orlando Magic"
"0021500358",66,1,218.97,3.24,"Bargnani","Bogdanovic","Brooklyn Nets"
"0021500358",73,1,180.74,3.28,"Nicholson","Oladipo","Orlando Magic"
"0021500358",94,1,102.74,3.2,"Young","Ellington","Brooklyn Nets"
"0021500358",346,3,117.93,3.6,"Nicholson","Oladipo","Orlando Magic"
"0021500358",458,4,244.96,3.24,"Dedmon","Nicholson","Orlando Magic"
"0021500359",111,1,76.98,8.04,"Jordan","Rivers","Los Angeles Clippers"
"0021500359",115,1,30.89,4.96,"Tolliver","Blake","Detroit Pistons"
"0021500359",242,2,96.43,3.36,"Johnson","Ilyasova","Detroit Pistons"
"0021500359",248,2,12.28,5.4,"Jordan","Redick","Los Angeles Clippers"
"0021500359",279,3,434.97,3.24,"Mbah a Moute","Redick","Los Angeles Clippers"
"0021500359",380,4,470.31,5.36,"Baynes","Tolliver","Detroit Pistons"
"0021500359",394,4,421.46,3.28,"Baynes","Jackson","Detroit Pistons"
"0021500359",440,4,160.32,5.44,"Jordan","Paul","Los Angeles Clippers"
"0021500359",440,4,157.99,3.28,"Griffin","Paul","Los Angeles Clippers"
"0021500360",37,1,455.11,4.32,"Teague","Korver","Atlanta Hawks"
"0021500360",98,1,175.87,6,"Whiteside","Green","Miami Heat"
"0021500360",136,1,22.85,3.64,"Bosh","Winslow","Miami Heat"
"0021500360",193,2,405.63,4.56,"Splitter","Bazemore","Atlanta Hawks"
"0021500360",201,2,342.03,4.88,"Whiteside","Green","Miami Heat"
"0021500360",276,3,685.65,3.44,"Whiteside","Dragic","Miami Heat"
"0021500360",306,3,532.55,3.52,"Millsap","Horford","Atlanta Hawks"
"0021500360",313,3,484.83,3.44,"Millsap","Teague","Atlanta Hawks"
"0021500360",456,4,375.11,3.72,"Millsap","Bazemore","Atlanta Hawks"
"0021500361",139,2,689.06,3.28,"Wood","Covington","Philadelphia 76ers"
"0021500361",189,2,378.2,3.8,"Covington","Stauskas","Philadelphia 76ers"
"0021500361",378,3,82.2,4.16,"Noah","Hinrich","Chicago Bulls"
"0021500361",384,3,35.93,3.16,"Grant","Stauskas","Philadelphia 76ers"
"0021500362",33,1,503.16,5.64,"Gortat","Wall","Washington Wizards"
"0021500362",54,1,270.94,3.36,"Gortat","Wall","Washington Wizards"
"0021500362",54,1,270.94,3.36,"Gortat","Wall","Washington Wizards"
"0021500362",56,1,270.94,4.68,"Dudley","Wall","Washington Wizards"
"0021500362",165,2,274.9,8.32,"Randolph","Conley","Memphis Grizzlies"
"0021500362",165,2,275.65,4.92,"Conley","Conley","Memphis Grizzlies"
"0021500362",256,3,426.7,3.12,"Gortat","Porter","Washington Wizards"
"0021500362",292,3,226.44,3.68,"Gortat","Dudley","Washington Wizards"
"0021500362",365,4,523.3,9.16,"Blair","Oubre","Washington Wizards"
"0021500362",373,4,496.57,3.4,"Blair","Oubre","Washington Wizards"
"0021500362",416,4,283.5,4.56,"Blair","Sessions","Washington Wizards"
"0021500362",419,4,270.98,4.44,"Oubre","Humphries","Washington Wizards"
"0021500363",37,1,408.3,3.68,"Bledsoe","Knight","Phoenix Suns"
"0021500363",37,1,408.22,3.2,"Len","Knight","Phoenix Suns"
"0021500363",104,1,46.93,3.56,"Parsons","Harris","Dallas Mavericks"
"0021500363",270,3,659.4,3.04,"Pachulia","Matthews","Dallas Mavericks"
"0021500363",290,3,487.76,7,"Tucker","Bledsoe","Phoenix Suns"
"0021500363",290,3,487.76,5.44,"Leuer","Bledsoe","Phoenix Suns"
"0021500363",325,3,200,4.28,"Pachulia","Felton","Dallas Mavericks"
"0021500363",363,4,649.14,4.36,"Powell","Matthews","Dallas Mavericks"
"0021500363",472,4,174.05,3.24,"Harris","Matthews","Dallas Mavericks"
"0021500364",5,1,674.37,3.92,"Duncan","Leonard","San Antonio Spurs"
"0021500364",146,2,509.82,5.28,"West","Green","San Antonio Spurs"
"0021500364",254,2,38.02,3.64,"West","Ginobili","San Antonio Spurs"
"0021500364",284,3,542.16,5.88,"Lyles","Hood","Utah Jazz"
"0021500364",315,3,372.81,4.44,"Booker","Burke","Utah Jazz"
"0021500364",361,3,113.53,5.56,"Bonner","Mills","San Antonio Spurs"
"0021500364",403,4,655.02,3.84,"Diaw","Bonner","San Antonio Spurs"
"0021500364",451,4,270.66,5.24,"Bonner","Simmons","San Antonio Spurs"
"0021500364",475,4,83.44,3.32,"Bonner","Bonner","San Antonio Spurs"
"0021500365",6,1,661.02,3.16,"Jones","Ariza","Houston Rockets"
"0021500365",239,2,170.29,3.4,"Beverley","Harden","Houston Rockets"
"0021500365",405,4,507.72,3.04,"Jokic","Foye","Denver Nuggets"
"0021500365",406,4,479.72,3.28,"Motiejunas","Ariza","Houston Rockets"
"0021500365",465,4,209.61,3.72,"Beverley","Ariza","Houston Rockets"
"0021500366",120,1,146.24,3.12,"Davis","Lillard","Portland Trail Blazers"
"0021500366",178,2,543.2,4,"Davis","Henderson","Portland Trail Blazers"
"0021500366",183,2,507.44,3.04,"Davis","Henderson","Portland Trail Blazers"
"0021500366",200,2,446.8,3.08,"Davis","Leonard","Portland Trail Blazers"
"0021500366",275,2,133.41,3.12,"Plumlee","Aminu","Portland Trail Blazers"
"0021500366",330,3,487.32,3.36,"Vonleh","McCollum","Portland Trail Blazers"
"0021500366",392,3,118.42,3.12,"Holiday","Anderson","New Orleans Pelicans"
"0021500366",396,3,104.14,3.52,"Davis","Leonard","Portland Trail Blazers"
"0021500366",455,4,421.23,3.96,"Asik","Cole","New Orleans Pelicans"
"0021500367",28,1,477.1,3.32,"Mozgov","Smith","Cleveland Cavaliers"
"0021500367",37,1,453.16,4.44,"Johnson","Crowder","Boston Celtics"
"0021500367",83,1,176.91,3.08,"Sullinger","Bradley","Boston Celtics"
"0021500367",100,1,86.15,3.32,"Thompson","Shumpert","Cleveland Cavaliers"
"0021500367",164,2,400.55,3.92,"Williams","Love","Cleveland Cavaliers"
"0021500367",166,2,381.59,4.52,"Sullinger","Thomas","Boston Celtics"
"0021500367",176,2,354.62,8.44,"Lee","Crowder","Boston Celtics"
"0021500367",202,2,170.44,3.88,"Johnson","Crowder","Boston Celtics"
"0021500367",202,2,168.73,4.24,"Sullinger","Crowder","Boston Celtics"
"0021500367",258,3,692.07,3.8,"Johnson","Bradley","Boston Celtics"
"0021500367",340,3,143.39,4,"Thompson","Love","Cleveland Cavaliers"
"0021500367",377,4,611.53,4.2,"Thompson","Shumpert","Cleveland Cavaliers"
"0021500368",75,1,294,3.28,"Wiggins","Rubio","Minnesota Timberwolves"
"0021500368",252,3,673.2,6.44,"Towns","Rubio","Minnesota Timberwolves"
"0021500368",282,3,410.29,4.8,"Lauvergne","Nelson","Denver Nuggets"
"0021500368",333,3,216.44,7.4,"Wiggins","LaVine","Minnesota Timberwolves"
"0021500368",434,4,398.07,4.08,"Faried","Papanikolaou","Denver Nuggets"
"0021500369",29,1,534.4,3.52,"Howard","Harden","Houston Rockets"
"0021500369",29,1,534.4,3.52,"Capela","Harden","Houston Rockets"
"0021500369",78,1,352.09,3.4,"Koufos","Gay","Sacramento Kings"
"0021500369",186,2,517.21,4.84,"Howard","Beverley","Houston Rockets"
"0021500369",370,3,354.21,3.4,"Gay","Gay","Sacramento Kings"
"0021500369",370,3,350.01,6.52,"Cousins","Gay","Sacramento Kings"
"0021500369",370,3,344.8,3.16,"McLemore","Gay","Sacramento Kings"
"0021500369",392,3,206.93,3.44,"Terry","Harden","Houston Rockets"
"0021500369",415,3,134.29,3.12,"Casspi","Casspi","Sacramento Kings"
"0021500369",417,3,130.21,4.04,"Cousins","Casspi","Sacramento Kings"
"0021500369",510,4,205.48,3.44,"Gay","Belinelli","Sacramento Kings"
"0021500369",555,4,50.35,4.08,"Koufos","Acy","Sacramento Kings"
"0021500370",31,1,478.1,5.96,"Hibbert","Williams","Los Angeles Lakers"
"0021500370",64,1,315.55,3.12,"Henson","Middleton","Milwaukee Bucks"
"0021500370",132,2,665.96,3.44,"Clarkson","Russell","Los Angeles Lakers"
"0021500370",241,2,161.6,5.24,"Henson","Mayo","Milwaukee Bucks"
"0021500370",241,2,159.8,5.32,"Antetokounmpo","Mayo","Milwaukee Bucks"
"0021500370",386,3,27.34,3.52,"Randle","Bryant","Los Angeles Lakers"
"0021500370",408,4,633,4.48,"Clarkson","Young","Los Angeles Lakers"
"0021500370",526,4,54.85,4,"Bass","Huertas","Los Angeles Lakers"
"0021500371",203,2,315.52,5.12,"Pachulia","Felton","Dallas Mavericks"
"0021500371",248,2,36.52,3.12,"Mahinmi","George","Indiana Pacers"
"0021500371",276,3,597.46,4.04,"Pachulia","Felton","Dallas Mavericks"
"0021500371",310,3,329.83,6.64,"Felton","Nowitzki","Dallas Mavericks"
"0021500371",348,3,136.04,3.88,"Hill","George","Indiana Pacers"
"0021500372",2,1,667.12,3.4,"Vucevic","Fournier","Orlando Magic"
"0021500372",48,1,362.62,3.08,"Zeller","Williams","Charlotte Hornets"
"0021500372",63,1,254.03,4.36,"Zeller","Walker","Charlotte Hornets"
"0021500372",68,1,228.98,8.4,"Vucevic","Harris","Orlando Magic"
"0021500372",79,1,166.38,4.92,"Hawes","Batum","Charlotte Hornets"
"0021500372",145,2,488.6,3.4,"Frye","Payton","Orlando Magic"
"0021500372",227,3,653.99,3.24,"Vucevic","Harris","Orlando Magic"
"0021500372",237,3,609.36,3.52,"Zeller","Williams","Charlotte Hornets"
"0021500372",241,3,539.41,3.76,"Harris","Fournier","Orlando Magic"
"0021500372",241,3,536.89,3.08,"Payton","Fournier","Orlando Magic"
"0021500372",275,3,290.69,3.64,"Zeller","Hairston","Charlotte Hornets"
"0021500373",10,1,612.16,5.16,"Bosh","Wade","Miami Heat"
"0021500373",36,1,394.82,5.24,"Whiteside","Deng","Miami Heat"
"0021500373",83,1,95.78,3.8,"Young","Bogdanovic","Brooklyn Nets"
"0021500373",304,3,108.16,3.48,"Whiteside","Winslow","Miami Heat"
"0021500373",309,3,48.95,5.48,"Whiteside","Green","Miami Heat"
"0021500373",332,4,667,3.4,"Bargnani","Bogdanovic","Brooklyn Nets"
"0021500374",26,1,538.44,3.64,"Drummond","Ilyasova","Detroit Pistons"
"0021500374",33,1,460.78,6.8,"Johnson","Bradley","Boston Celtics"
"0021500374",33,1,459.11,5.12,"Thomas","Bradley","Boston Celtics"
"0021500374",231,2,143.33,4.88,"Drummond","Caldwell-Pope","Detroit Pistons"
"0021500374",288,3,476.21,4.84,"Drummond","Jackson","Detroit Pistons"
"0021500374",385,3,145.4,3.12,"Baynes","Caldwell-Pope","Detroit Pistons"
"0021500374",469,4,533.77,3.32,"Drummond","Tolliver","Detroit Pistons"
"0021500374",513,4,279.46,3.96,"Sullinger","Jerebko","Boston Celtics"
"0021500374",524,4,236.82,3.6,"Drummond","Jackson","Detroit Pistons"
"0021500374",524,4,234.58,6.4,"Caldwell-Pope","Jackson","Detroit Pistons"
"0021500374",526,4,217.31,4.68,"Drummond","Ilyasova","Detroit Pistons"
"0021500374",544,4,139.72,3.48,"Bradley","Sullinger","Boston Celtics"
"0021500375",6,1,683.39,4.48,"Lopez","Porzingis","New York Knicks"
"0021500375",172,2,501.75,3.6,"Anthony","Calderon","New York Knicks"
"0021500375",172,2,495.72,8.56,"Seraphin","Calderon","New York Knicks"
"0021500375",255,2,66.66,9.48,"Towns","Muhammad","Minnesota Timberwolves"
"0021500375",293,3,562.06,5.32,"Dieng","Rubio","Minnesota Timberwolves"
"0021500375",403,4,654.34,3.28,"O'Quinn","Williams","New York Knicks"
"0021500375",417,4,566.52,6.04,"O'Quinn","Galloway","New York Knicks"
"0021500375",424,4,527.02,5.56,"Muhammad","Bjelica","Minnesota Timberwolves"
"0021500376",10,1,629.93,3.04,"Horford","Teague","Atlanta Hawks"
"0021500376",47,1,390.4,3.56,"Millsap","Teague","Atlanta Hawks"
"0021500376",52,1,338.39,3.12,"Grant","Wroten","Philadelphia 76ers"
"0021500376",233,2,237.24,3.36,"Millsap","Bazemore","Atlanta Hawks"
"0021500376",233,2,253.41,3.92,"Horford","Bazemore","Atlanta Hawks"
"0021500376",322,3,465.52,3.68,"Okafor","Canaan","Philadelphia 76ers"
"0021500376",322,3,464.18,3.2,"Holmes","Canaan","Philadelphia 76ers"
"0021500376",351,3,309.6,4,"Millsap","Millsap","Atlanta Hawks"
"0021500376",351,3,307.91,5.8,"Splitter","Millsap","Atlanta Hawks"
"0021500376",361,3,242.97,6.92,"Holmes","Grant","Philadelphia 76ers"
"0021500376",394,3,139.07,4.08,"Thompson","Wroten","Philadelphia 76ers"
"0021500376",430,4,683.97,4,"Scott","Horford","Atlanta Hawks"
"0021500377",182,2,387.99,3.08,"Noah","Rose","Chicago Bulls"
"0021500377",238,2,152.69,6.76,"Gasol","Butler","Chicago Bulls"
"0021500377",238,2,151.73,4.44,"Rose","Butler","Chicago Bulls"
"0021500377",238,2,155.69,6.48,"Gibson","Butler","Chicago Bulls"
"0021500377",238,2,150.81,3.48,"Butler","Butler","Chicago Bulls"
"0021500377",280,3,632.82,3.8,"Lee","Lee","Memphis Grizzlies"
"0021500377",431,4,505.25,5,"Noah","Brooks","Chicago Bulls"
"0021500377",431,4,487.61,3.2,"Randolph","Ennis","Memphis Grizzlies"
"0021500378",13,1,661.61,3.76,"Ibaka","Durant","Oklahoma City Thunder"
"0021500378",68,1,290.85,4.88,"Adams","Waiters","Oklahoma City Thunder"
"0021500378",153,2,619.32,4.52,"Davis","Crabbe","Portland Trail Blazers"
"0021500378",153,2,619.32,3.72,"Harkless","Crabbe","Portland Trail Blazers"
"0021500378",230,2,350.82,4.56,"Westbrook","Westbrook","Oklahoma City Thunder"
"0021500378",230,2,353.09,7.52,"Adams","Westbrook","Oklahoma City Thunder"
"0021500378",342,3,639.44,3.84,"Vonleh","Lillard","Portland Trail Blazers"
"0021500378",457,3,81.51,3.72,"Davis","McCollum","Portland Trail Blazers"
"0021500378",457,3,84.64,5,"Leonard","McCollum","Portland Trail Blazers"
"0021500378",525,4,405.75,3.08,"Collison","Morrow","Oklahoma City Thunder"
"0021500378",544,4,244.76,3.08,"Davis","McCollum","Portland Trail Blazers"
"0021500378",544,4,239.22,3.08,"Leonard","McCollum","Portland Trail Blazers"
"0021500378",554,4,224.76,4.6,"Kanter","Augustin","Oklahoma City Thunder"
"0021500379",2,1,684.75,4.48,"Aldridge","Leonard","San Antonio Spurs"
"0021500379",13,1,589.53,3.4,"Aldridge","Green","San Antonio Spurs"
"0021500379",77,1,167.17,3.28,"Porter","Wall","Washington Wizards"
"0021500379",141,2,656.03,5,"Marjanovic","Mills","San Antonio Spurs"
"0021500379",145,2,635.75,3.48,"Marjanovic","Ginobili","San Antonio Spurs"
"0021500379",209,2,336.37,4.76,"Aldridge","Parker","San Antonio Spurs"
"0021500379",236,2,158.31,3.08,"Sessions","Wall","Washington Wizards"
"0021500379",305,3,569.43,6.56,"Aldridge","Green","San Antonio Spurs"
"0021500379",305,3,586.88,3.52,"Leonard","Green","San Antonio Spurs"
"0021500379",310,3,518.01,3.24,"Aldridge","Leonard","San Antonio Spurs"
"0021500379",364,3,239.45,6.6,"West","Parker","San Antonio Spurs"
"0021500379",364,3,241.69,5.44,"Aldridge","Parker","San Antonio Spurs"
"0021500379",480,4,296.34,3.72,"West","Leonard","San Antonio Spurs"
"0021500379",512,4,138.88,5.76,"Aldridge","Simmons","San Antonio Spurs"
"0021500380",60,1,345.33,4.32,"Favors","Hayward","Utah Jazz"
"0021500380",168,2,505.06,3.44,"Holiday","Evans","New Orleans Pelicans"
"0021500380",170,2,466.94,5,"Evans","Davis","New Orleans Pelicans"
"0021500380",205,2,246.49,3.48,"Asik","Evans","New Orleans Pelicans"
"0021500380",242,2,96.39,4.36,"Davis","Cole","New Orleans Pelicans"
"0021500380",310,3,432.36,3.52,"Favors","Burke","Utah Jazz"
"0021500380",385,4,684.28,5.08,"Lyles","Burke","Utah Jazz"
"0021500380",461,4,214.02,4.28,"Favors","Burke","Utah Jazz"
"0021500380",461,4,217.62,3.32,"Burke","Burke","Utah Jazz"
"0021500380",461,4,208.74,3.68,"Lyles","Burke","Utah Jazz"
"0021500381",18,1,572.29,4,"Chandler","Knight","Phoenix Suns"
"0021500381",26,1,510.01,4.68,"Bogut","Rush","Golden State Warriors"
"0021500381",31,1,472.19,4.04,"Chandler","Knight","Phoenix Suns"
"0021500381",62,1,336.27,5.12,"Green","Thompson","Golden State Warriors"
"0021500381",90,1,155.29,3.32,"Ezeli","Thompson","Golden State Warriors"
"0021500381",91,1,142.23,3.56,"Len","Teletovic","Phoenix Suns"
"0021500381",145,2,483.07,5.56,"Livingston","Rush","Golden State Warriors"
"0021500381",145,2,488.57,3.96,"Ezeli","Rush","Golden State Warriors"
"0021500381",147,2,465.86,5.64,"Len","Teletovic","Phoenix Suns"
"0021500381",200,2,246.77,4.8,"Green","Thompson","Golden State Warriors"
"0021500381",223,2,77.07,4.64,"Curry","Curry","Golden State Warriors"
"0021500381",236,2,22.6,4.72,"Chandler","Knight","Phoenix Suns"
"0021500381",371,3,105.93,4.04,"Len","Price","Phoenix Suns"
"0021500381",428,4,513.06,3.04,"Speights","Barbosa","Golden State Warriors"
"0021500382",159,2,365.94,3.48,"Antetokounmpo","Mayo","Milwaukee Bucks"
"0021500382",217,2,138.24,3.92,"Plumlee","Mayo","Milwaukee Bucks"
"0021500382",217,2,138.24,3.76,"O'Bryant","Mayo","Milwaukee Bucks"
